"id","brks","type","acc"
"4_4",38703,"Model","Accurate Duplicate"
"4_4",38800,"Model","Accurate"
"4_4",38902,"Model","Accurate"
"4_4",39002,"Model","Accurate"
"4_4",39303,"Model","Accurate"
"4_4",39500,"Model","Accurate"
"4_4",40000,"Model","Accurate"
"4_4",40102,"Model","Accurate"
"4_4",40296,"Model","Accurate"
"4_4",40503,"Model","Accurate"
"4_4",40602,"Model","Accurate"
"4_4",40702,"Model","Accurate"
"4_4",40902,"Model","Accurate"
"4_4",41002,"Model","Accurate"
"4_4",41112,"Model","Accurate"
"4_4",41599,"Model","Accurate Duplicate"
"4_4",41614,"Model","Accurate Duplicate"
"4_4",41707,"Model","Accurate Duplicate"
"4_4",41718,"Model","Accurate Duplicate"
"4_4",41800,"Model","Accurate"
"4_4",42205,"Model","Accurate"
"4_4",42403,"Model","Accurate"
"4_4",43205,"Model","Accurate"
"4_4",43245,"Model","Inaccurate"
"4_4",43299,"Model","Accurate"
"4_4",43405,"Model","Accurate"
"4_4",43446,"Model","Inaccurate"
"4_4",43697,"Model","Accurate Duplicate"
"4_4",43704,"Model","Accurate Duplicate"
"4_4",43801,"Model","Accurate"
"4_4",43902,"Model","Accurate"
"4_4",44100,"Model","Accurate"
"4_4",44304,"Model","Accurate"
"4_4",44701,"Model","Accurate"
"4_4",44801,"Model","Accurate"
"4_4",44900,"Model","Accurate"
"4_4",45104,"Model","Accurate"
"4_4",45164,"Model","Inaccurate"
"4_4",45205,"Model","Accurate"
"4_4",45300,"Model","Accurate"
"4_4",45499,"Model","Accurate"
"4_4",45903,"Model","Accurate"
"4_4",46104,"Model","Accurate"
"4_4",46228,"Model","Inaccurate"
"4_4",46304,"Model","Accurate"
"4_4",46605,"Model","Accurate"
"4_4",46703,"Model","Accurate"
"4_4",46800,"Model","Accurate"
"4_4",46903,"Model","Accurate"
"4_4",47015,"Model","Accurate"
"4_4",47045,"Model","Inaccurate"
"4_4",47096,"Model","Accurate"
"4_4",47203,"Model","Accurate"
"4_4",47293,"Model","Accurate"
"4_4",47400,"Model","Accurate Duplicate"
"4_4",47414,"Model","Accurate Duplicate"
"4_4",47429,"Model","Inaccurate Duplicate"
"4_4",47430,"Model","Inaccurate Duplicate"
"4_4",47491,"Model","Accurate"
"4_4",47602,"Model","Accurate"
"4_4",47803,"Model","Accurate"
"4_4",47896,"Model","Accurate"
"4_4",48101,"Model","Accurate"
"4_4",48203,"Model","Accurate"
"4_4",48297,"Model","Accurate"
"4_4",48401,"Model","Accurate"
"4_4",48607,"Model","Accurate"
"4_4",48802,"Model","Accurate"
"4_4",49299,"Model","Accurate"
"4_4",49395,"Model","Accurate"
"4_4",49503,"Model","Accurate Duplicate"
"4_4",49504,"Model","Accurate Duplicate"
"4_4",49599,"Model","Accurate"
"4_4",49904,"Model","Accurate Duplicate"
"4_4",49920,"Model","Accurate Duplicate"
"5_4",200,"True","True"
"5_4",400,"True","True"
"5_4",500,"True","True"
"5_4",600,"True","True"
"5_4",700,"True","True"
"5_4",800,"True","True"
"5_4",900,"True","True"
"5_4",1100,"True","True"
"5_4",1300,"True","True"
"5_4",1400,"True","True"
"5_4",1500,"True","True"
"5_4",1700,"True","True"
"5_4",1800,"True","True"
"5_4",1900,"True","True"
"5_4",2100,"True","True"
"5_4",2200,"True","True"
"5_4",2300,"True","True"
"5_4",2400,"True","True"
"5_4",2500,"True","True"
"5_4",2600,"True","True"
"5_4",3200,"True","True"
"5_4",3300,"True","True"
"5_4",3400,"True","True"
"5_4",3500,"True","True"
"5_4",3700,"True","True"
"5_4",3900,"True","True"
"5_4",4100,"True","True"
"5_4",4300,"True","True"
"5_4",4400,"True","True"
"5_4",4600,"True","True"
"5_4",4700,"True","True"
"5_4",4800,"True","True"
"5_4",5400,"True","True"
"5_4",5500,"True","True"
"5_4",5600,"True","True"
"5_4",5800,"True","True"
"5_4",6000,"True","True"
"5_4",6200,"True","True"
"5_4",6300,"True","True"
"5_4",6500,"True","True"
"5_4",6600,"True","True"
"5_4",6700,"True","True"
"5_4",6800,"True","True"
"5_4",6900,"True","True"
"5_4",7200,"True","True"
"5_4",7300,"True","True"
"5_4",7500,"True","True"
"5_4",7600,"True","True"
"5_4",7800,"True","True"
"5_4",7900,"True","True"
"5_4",8100,"True","True"
"5_4",8500,"True","True"
"5_4",8600,"True","True"
"5_4",9000,"True","True"
"5_4",9200,"True","True"
"5_4",9300,"True","True"
"5_4",9400,"True","True"
"5_4",9500,"True","True"
"5_4",9600,"True","True"
"5_4",9700,"True","True"
"5_4",9800,"True","True"
"5_4",9900,"True","True"
"5_4",10000,"True","True"
"5_4",10100,"True","True"
"5_4",10200,"True","True"
"5_4",10300,"True","True"
"5_4",10500,"True","True"
"5_4",10600,"True","True"
"5_4",10800,"True","True"
"5_4",10900,"True","True"
"5_4",11000,"True","True"
"5_4",11100,"True","True"
"5_4",11200,"True","True"
"5_4",11500,"True","True"
"5_4",11700,"True","True"
"5_4",11800,"True","True"
"5_4",11900,"True","True"
"5_4",12000,"True","True"
"5_4",12100,"True","True"
"5_4",12200,"True","True"
"5_4",12300,"True","True"
"5_4",12600,"True","True"
"5_4",12800,"True","True"
"5_4",12900,"True","True"
"5_4",13000,"True","True"
"5_4",13100,"True","True"
"5_4",13200,"True","True"
"5_4",13400,"True","True"
"5_4",13600,"True","True"
"5_4",13700,"True","True"
"5_4",13900,"True","True"
"5_4",14100,"True","True"
"5_4",14500,"True","True"
"5_4",14600,"True","True"
"5_4",14700,"True","True"
"5_4",14800,"True","True"
"5_4",14900,"True","True"
"5_4",15000,"True","True"
"5_4",15300,"True","True"
"5_4",15400,"True","True"
"5_4",15700,"True","True"
"5_4",15900,"True","True"
"5_4",16200,"True","True"
"5_4",16400,"True","True"
"5_4",16800,"True","True"
"5_4",17200,"True","True"
"5_4",17400,"True","True"
"5_4",17600,"True","True"
"5_4",17800,"True","True"
"5_4",18100,"True","True"
"5_4",18200,"True","True"
"5_4",18400,"True","True"
"5_4",18500,"True","True"
"5_4",18600,"True","True"
"5_4",18700,"True","True"
"5_4",18900,"True","True"
"5_4",19000,"True","True"
"5_4",19200,"True","True"
"5_4",19300,"True","True"
"5_4",19500,"True","True"
"5_4",19600,"True","True"
"5_4",19700,"True","True"
"5_4",19800,"True","True"
"5_4",19900,"True","True"
"5_4",20100,"True","True"
"5_4",20300,"True","True"
"5_4",20400,"True","True"
"5_4",20500,"True","True"
"5_4",20800,"True","True"
"5_4",21000,"True","True"
"5_4",21100,"True","True"
"5_4",21300,"True","True"
"5_4",21400,"True","True"
"5_4",21500,"True","True"
"5_4",21800,"True","True"
"5_4",21900,"True","True"
"5_4",22000,"True","True"
"5_4",22200,"True","True"
"5_4",22300,"True","True"
"5_4",22400,"True","True"
"5_4",22600,"True","True"
"5_4",22700,"True","True"
"5_4",23000,"True","True"
"5_4",23100,"True","True"
"5_4",23500,"True","True"
"5_4",23600,"True","True"
"5_4",23800,"True","True"
"5_4",23900,"True","True"
"5_4",24000,"True","True"
"5_4",24200,"True","True"
"5_4",24300,"True","True"
"5_4",24400,"True","True"
"5_4",24500,"True","True"
"5_4",24700,"True","True"
"5_4",25200,"True","True"
"5_4",25300,"True","True"
"5_4",25500,"True","True"
"5_4",25800,"True","True"
"5_4",25900,"True","True"
"5_4",26000,"True","True"
"5_4",26400,"True","True"
"5_4",26600,"True","True"
"5_4",26700,"True","True"
"5_4",26800,"True","True"
"5_4",26900,"True","True"
"5_4",27000,"True","True"
"5_4",27300,"True","True"
"5_4",27500,"True","True"
"5_4",27800,"True","True"
"5_4",28000,"True","True"
"5_4",28100,"True","True"
"5_4",28200,"True","True"
"5_4",28300,"True","True"
"5_4",28600,"True","True"
"5_4",28700,"True","True"
"5_4",28900,"True","True"
"5_4",29000,"True","True"
"5_4",29600,"True","True"
"5_4",29700,"True","True"
"5_4",29800,"True","True"
"5_4",29900,"True","True"
"5_4",30000,"True","True"
"5_4",30200,"True","True"
"5_4",30400,"True","True"
"5_4",30600,"True","True"
"5_4",30700,"True","True"
"5_4",30800,"True","True"
"5_4",30900,"True","True"
"5_4",31000,"True","True"
"5_4",31100,"True","True"
"5_4",31300,"True","True"
"5_4",31400,"True","True"
"5_4",31500,"True","True"
"5_4",31700,"True","True"
"5_4",31900,"True","True"
"5_4",32000,"True","True"
"5_4",32100,"True","True"
"5_4",32400,"True","True"
"5_4",32500,"True","True"
"5_4",32600,"True","True"
"5_4",32700,"True","True"
"5_4",33300,"True","True"
"5_4",33400,"True","True"
"5_4",33600,"True","True"
"5_4",33700,"True","True"
"5_4",34300,"True","True"
"5_4",34400,"True","True"
"5_4",34500,"True","True"
"5_4",34600,"True","True"
"5_4",34700,"True","True"
"5_4",34800,"True","True"
"5_4",34900,"True","True"
"5_4",35000,"True","True"
"5_4",35200,"True","True"
"5_4",35500,"True","True"
"5_4",35600,"True","True"
"5_4",36100,"True","True"
"5_4",36200,"True","True"
"5_4",36300,"True","True"
"5_4",36400,"True","True"
"5_4",36500,"True","True"
"5_4",36600,"True","True"
"5_4",37000,"True","Missing"
"5_4",37100,"True","Missing"
"5_4",37400,"True","True"
"5_4",37600,"True","True"
"5_4",37900,"True","True"
"5_4",38200,"True","True"
"5_4",38300,"True","True"
"5_4",38500,"True","True"
"5_4",38600,"True","True"
"5_4",38700,"True","True"
"5_4",38900,"True","True"
"5_4",39200,"True","True"
"5_4",39300,"True","True"
"5_4",39700,"True","True"
"5_4",39800,"True","True"
"5_4",40200,"True","True"
"5_4",40300,"True","True"
"5_4",40500,"True","True"
"5_4",40600,"True","True"
"5_4",40700,"True","True"
"5_4",40900,"True","True"
"5_4",41000,"True","True"
"5_4",41100,"True","True"
"5_4",41400,"True","True"
"5_4",41600,"True","True"
"5_4",41700,"True","True"
"5_4",41800,"True","True"
"5_4",41900,"True","True"
"5_4",42000,"True","True"
"5_4",42200,"True","True"
"5_4",42300,"True","True"
"5_4",42400,"True","True"
"5_4",42600,"True","True"
"5_4",43000,"True","True"
"5_4",43100,"True","True"
"5_4",43200,"True","True"
"5_4",43300,"True","True"
"5_4",43700,"True","True"
"5_4",43800,"True","True"
"5_4",43900,"True","True"
"5_4",44000,"True","True"
"5_4",44100,"True","True"
"5_4",44700,"True","True"
"5_4",44800,"True","True"
"5_4",45200,"True","True"
"5_4",45300,"True","True"
"5_4",45400,"True","True"
"5_4",45500,"True","True"
"5_4",45600,"True","True"
"5_4",45700,"True","True"
"5_4",46000,"True","True"
"5_4",46100,"True","True"
"5_4",46200,"True","True"
"5_4",46400,"True","True"
"5_4",46700,"True","True"
"5_4",47800,"True","True"
"5_4",47900,"True","True"
"5_4",48000,"True","True"
"5_4",48400,"True","True"
"5_4",48500,"True","True"
"5_4",48600,"True","True"
"5_4",48700,"True","True"
"5_4",49100,"True","True"
"5_4",49200,"True","True"
"5_4",49400,"True","True"
"5_4",49600,"True","True"
"5_4",49700,"True","True"
"5_4",208,"Model","Accurate"
"5_4",407,"Model","Accurate"
"5_4",502,"Model","Accurate"
"5_4",600,"Model","Accurate Duplicate"
"5_4",618,"Model","Accurate Duplicate"
"5_4",624,"Model","Inaccurate Duplicate"
"5_4",700,"Model","Accurate"
"5_4",802,"Model","Accurate"
"5_4",900,"Model","Accurate"
"5_4",1102,"Model","Accurate"
"5_4",1301,"Model","Accurate"
"5_4",1401,"Model","Accurate"
"5_4",1504,"Model","Accurate"
"5_4",1707,"Model","Accurate"
"5_4",1805,"Model","Accurate"
"5_4",1914,"Model","Accurate"
"5_4",2115,"Model","Accurate"
"5_4",2207,"Model","Accurate"
"5_4",2295,"Model","Accurate Duplicate"
"5_4",2306,"Model","Accurate Duplicate"
"5_4",2408,"Model","Accurate"
"5_4",2495,"Model","Accurate"
"5_4",2603,"Model","Accurate"
"5_4",3202,"Model","Accurate"
"5_4",3301,"Model","Accurate"
"5_4",3401,"Model","Accurate"
"5_4",3505,"Model","Accurate"
"5_4",3696,"Model","Accurate"
"5_4",3773,"Model","Inaccurate"
"5_4",3904,"Model","Accurate"
"5_4",4101,"Model","Accurate"
"5_4",4303,"Model","Accurate"
"5_4",4401,"Model","Accurate"
"5_4",4605,"Model","Accurate"
"5_4",4702,"Model","Accurate"
"5_4",4802,"Model","Accurate"
"5_4",5406,"Model","Accurate"
"5_4",5489,"Model","Accurate"
"5_4",5603,"Model","Accurate"
"5_4",5802,"Model","Accurate"
"5_4",6004,"Model","Accurate"
"5_4",6197,"Model","Accurate"
"5_4",6292,"Model","Accurate Duplicate"
"5_4",6301,"Model","Accurate Duplicate"
"5_4",6499,"Model","Accurate Duplicate"
"5_4",6506,"Model","Accurate Duplicate"
"5_4",6512,"Model","Accurate Duplicate"
"5_4",6594,"Model","Accurate Duplicate"
"5_4",6596,"Model","Accurate Duplicate"
"5_4",6701,"Model","Accurate"
"5_4",6809,"Model","Accurate"
"5_4",6903,"Model","Accurate"
"5_4",7201,"Model","Accurate Duplicate"
"5_4",7207,"Model","Accurate Duplicate"
"5_4",7290,"Model","Accurate Duplicate"
"5_4",7301,"Model","Accurate Duplicate"
"5_4",7497,"Model","Accurate"
"5_4",7602,"Model","Accurate Duplicate"
"5_4",7619,"Model","Accurate Duplicate"
"5_4",7802,"Model","Accurate"
"5_4",7905,"Model","Accurate"
"5_4",8110,"Model","Accurate"
"5_4",8502,"Model","Accurate"
"5_4",8600,"Model","Accurate"
"5_4",8997,"Model","Accurate"
"5_4",9203,"Model","Accurate Duplicate"
"5_4",9216,"Model","Accurate Duplicate"
"5_4",9299,"Model","Accurate"
"5_4",9401,"Model","Accurate"
"5_4",9502,"Model","Accurate"
"5_4",9597,"Model","Accurate"
"5_4",9700,"Model","Accurate"
"5_4",9804,"Model","Accurate"
"5_4",9899,"Model","Accurate Duplicate"
"5_4",9904,"Model","Accurate Duplicate"
"5_4",10003,"Model","Accurate"
"5_4",10103,"Model","Accurate"
"5_4",10206,"Model","Accurate"
"5_4",10302,"Model","Accurate"
"5_4",10504,"Model","Accurate"
"5_4",10603,"Model","Accurate"
"5_4",10802,"Model","Accurate"
"5_4",10902,"Model","Accurate Duplicate"
"5_4",10906,"Model","Accurate Duplicate"
"5_4",10993,"Model","Accurate"
"5_4",11109,"Model","Accurate"
"5_4",11203,"Model","Accurate"
"5_4",11502,"Model","Accurate Duplicate"
"5_4",11503,"Model","Accurate Duplicate"
"5_4",11699,"Model","Accurate Duplicate"
"5_4",11703,"Model","Accurate Duplicate"
"5_4",11795,"Model","Accurate"
"5_4",11902,"Model","Accurate"
"5_4",12003,"Model","Accurate"
"5_4",12099,"Model","Accurate"
"5_4",12202,"Model","Accurate"
"5_4",12309,"Model","Accurate"
"5_4",12605,"Model","Accurate"
"5_4",12803,"Model","Accurate"
"5_4",12897,"Model","Accurate"
"5_4",13010,"Model","Accurate"
"5_4",13102,"Model","Accurate Duplicate"
"5_4",13107,"Model","Accurate Duplicate"
"5_4",13111,"Model","Accurate Duplicate"
"5_4",13202,"Model","Accurate"
"5_4",13400,"Model","Accurate"
"5_4",13588,"Model","Accurate"
"5_4",13699,"Model","Accurate"
"5_4",13904,"Model","Accurate"
"5_4",14100,"Model","Accurate"
"5_4",14496,"Model","Accurate"
"5_4",14601,"Model","Accurate"
"5_4",14700,"Model","Accurate"
"5_4",14802,"Model","Accurate"
"5_4",14900,"Model","Accurate"
"5_4",15001,"Model","Accurate"
"5_4",15215,"Model","Inaccurate"
"5_4",15301,"Model","Accurate"
"5_4",15404,"Model","Accurate"
"5_4",15700,"Model","Accurate"
"5_4",15898,"Model","Accurate"
"5_4",16196,"Model","Accurate Duplicate"
"5_4",16209,"Model","Accurate Duplicate"
"5_4",16400,"Model","Accurate"
"5_4",16803,"Model","Accurate"
"5_4",17198,"Model","Accurate Duplicate"
"5_4",17204,"Model","Accurate Duplicate"
"5_4",17402,"Model","Accurate"
"5_4",17609,"Model","Accurate"
"5_4",17659,"Model","Inaccurate"
"5_4",17789,"Model","Accurate Duplicate"
"5_4",17805,"Model","Accurate Duplicate"
"5_4",18096,"Model","Accurate"
"5_4",18203,"Model","Accurate"
"5_4",18409,"Model","Accurate"
"5_4",18507,"Model","Accurate"
"5_4",18602,"Model","Accurate"
"5_4",18703,"Model","Accurate"
"5_4",18906,"Model","Accurate"
"5_4",19001,"Model","Accurate"
"5_4",19203,"Model","Accurate"
"5_4",19301,"Model","Accurate"
"5_4",19494,"Model","Accurate"
"5_4",19603,"Model","Accurate"
"5_4",19702,"Model","Accurate"
"5_4",19804,"Model","Accurate Duplicate"
"5_4",19811,"Model","Accurate Duplicate"
"5_4",19908,"Model","Accurate"
"5_4",20100,"Model","Accurate"
"5_4",20296,"Model","Accurate"
"5_4",20401,"Model","Accurate"
"5_4",20497,"Model","Accurate"
"5_4",20802,"Model","Accurate"
"5_4",21000,"Model","Accurate"
"5_4",21103,"Model","Accurate"
"5_4",21302,"Model","Accurate"
"5_4",21407,"Model","Accurate"
"5_4",21505,"Model","Accurate"
"5_4",21803,"Model","Accurate"
"5_4",21902,"Model","Accurate"
"5_4",21996,"Model","Accurate Duplicate"
"5_4",22010,"Model","Accurate Duplicate"
"5_4",22201,"Model","Accurate"
"5_4",22301,"Model","Accurate"
"5_4",22403,"Model","Accurate"
"5_4",22610,"Model","Accurate"
"5_4",22702,"Model","Accurate"
"5_4",23001,"Model","Accurate"
"5_4",23094,"Model","Accurate"
"5_4",23505,"Model","Accurate"
"5_4",23606,"Model","Accurate"
"5_4",23803,"Model","Accurate"
"5_4",23901,"Model","Accurate"
"5_4",24003,"Model","Accurate"
"5_4",24203,"Model","Accurate"
"5_4",24304,"Model","Accurate"
"5_4",24402,"Model","Accurate"
"5_4",24500,"Model","Accurate"
"5_4",24702,"Model","Accurate"
"5_4",25203,"Model","Accurate"
"5_4",25305,"Model","Accurate"
"5_4",25503,"Model","Accurate"
"5_4",25800,"Model","Accurate"
"5_4",25904,"Model","Accurate"
"5_4",26008,"Model","Accurate"
"5_4",26402,"Model","Accurate"
"5_4",26601,"Model","Accurate"
"5_4",26697,"Model","Accurate"
"5_4",26803,"Model","Accurate Duplicate"
"5_4",26804,"Model","Accurate Duplicate"
"5_4",26818,"Model","Accurate Duplicate"
"5_4",26903,"Model","Accurate"
"5_4",27001,"Model","Accurate"
"5_4",27310,"Model","Accurate"
"5_4",27498,"Model","Accurate"
"5_4",27806,"Model","Accurate"
"5_4",28003,"Model","Accurate"
"5_4",28103,"Model","Accurate"
"5_4",28178,"Model","Inaccurate"
"5_4",28202,"Model","Accurate"
"5_4",28304,"Model","Accurate"
"5_4",28603,"Model","Accurate"
"5_4",28702,"Model","Accurate"
"5_4",28897,"Model","Accurate Duplicate"
"5_4",28901,"Model","Accurate Duplicate"
"5_4",29005,"Model","Accurate Duplicate"
"5_4",29007,"Model","Accurate Duplicate"
"5_4",29596,"Model","Accurate"
"5_4",29702,"Model","Accurate"
"5_4",29802,"Model","Accurate"
"5_4",29901,"Model","Accurate"
"5_4",30001,"Model","Accurate"
"5_4",30201,"Model","Accurate"
"5_4",30405,"Model","Accurate"
"5_4",30600,"Model","Accurate"
"5_4",30705,"Model","Accurate"
"5_4",30809,"Model","Accurate"
"5_4",30901,"Model","Accurate"
"5_4",30922,"Model","Inaccurate"
"5_4",30998,"Model","Accurate"
"5_4",31110,"Model","Accurate"
"5_4",31295,"Model","Accurate"
"5_4",31404,"Model","Accurate"
"5_4",31493,"Model","Accurate"
"5_4",31703,"Model","Accurate"
"5_4",31903,"Model","Accurate"
"5_4",32006,"Model","Accurate"
"5_4",32084,"Model","Accurate"
"5_4",32116,"Model","Accurate"
"5_4",32398,"Model","Accurate"
"5_4",32503,"Model","Accurate"
"5_4",32599,"Model","Accurate"
"5_4",32702,"Model","Accurate"
"5_4",33300,"Model","Accurate"
"5_4",33410,"Model","Accurate"
"5_4",33602,"Model","Accurate"
"5_4",33703,"Model","Accurate"
"5_4",34306,"Model","Accurate"
"5_4",34404,"Model","Accurate"
"5_4",34508,"Model","Accurate"
"5_4",34599,"Model","Accurate"
"5_4",34700,"Model","Accurate"
"5_4",34813,"Model","Accurate"
"5_4",34903,"Model","Accurate"
"5_4",34993,"Model","Accurate"
"5_4",35205,"Model","Accurate"
"5_4",35498,"Model","Accurate"
"5_4",35601,"Model","Accurate"
"5_4",36106,"Model","Accurate"
"5_4",36203,"Model","Accurate"
"5_4",36304,"Model","Accurate"
"5_4",36402,"Model","Accurate"
"5_4",36502,"Model","Accurate"
"5_4",36602,"Model","Accurate"
"5_4",37405,"Model","Accurate"
"5_4",37595,"Model","Accurate Duplicate"
"5_4",37602,"Model","Accurate Duplicate"
"5_4",37903,"Model","Accurate"
"5_4",38198,"Model","Accurate"
"5_4",38300,"Model","Accurate"
"5_4",38502,"Model","Accurate"
"5_4",38621,"Model","Inaccurate Duplicate"
"5_4",38628,"Model","Inaccurate Duplicate"
"5_4",38701,"Model","Accurate"
"5_4",38902,"Model","Accurate"
"5_4",39202,"Model","Accurate"
"5_4",39299,"Model","Accurate"
"5_4",39700,"Model","Accurate"
"5_4",39805,"Model","Accurate"
"5_4",40188,"Model","Accurate"
"5_4",40299,"Model","Accurate"
"5_4",40423,"Model","Inaccurate"
"5_4",40503,"Model","Accurate"
"5_4",40598,"Model","Accurate"
"5_4",40704,"Model","Accurate"
"5_4",40896,"Model","Accurate Duplicate"
"5_4",40908,"Model","Accurate Duplicate"
"5_4",41006,"Model","Accurate"
"5_4",41094,"Model","Accurate Duplicate"
"5_4",41108,"Model","Accurate Duplicate"
"5_4",41404,"Model","Accurate"
"5_4",41599,"Model","Accurate"
"5_4",41701,"Model","Accurate"
"5_4",41803,"Model","Accurate Duplicate"
"5_4",41804,"Model","Accurate Duplicate"
"5_4",41902,"Model","Accurate"
"5_4",42004,"Model","Accurate"
"5_4",42207,"Model","Accurate"
"5_4",42299,"Model","Accurate"
"5_4",42403,"Model","Accurate"
"5_4",42600,"Model","Accurate"
"5_4",42992,"Model","Accurate"
"5_4",43101,"Model","Accurate"
"5_4",43205,"Model","Accurate"
"5_4",43304,"Model","Accurate"
"5_4",43703,"Model","Accurate"
"5_4",43803,"Model","Accurate Duplicate"
"5_4",43809,"Model","Accurate Duplicate"
"5_4",43899,"Model","Accurate"
"5_4",44001,"Model","Accurate"
"5_4",44101,"Model","Accurate"
"5_4",44704,"Model","Accurate"
"5_4",44793,"Model","Accurate Duplicate"
"5_4",44794,"Model","Accurate Duplicate"
"5_4",44808,"Model","Accurate Duplicate"
"5_4",44811,"Model","Accurate Duplicate"
"5_4",45202,"Model","Accurate"
"5_4",45300,"Model","Accurate"
"5_4",45399,"Model","Accurate"
"5_4",45503,"Model","Accurate"
"5_4",45597,"Model","Accurate Duplicate"
"5_4",45603,"Model","Accurate Duplicate"
"5_4",45702,"Model","Accurate"
"5_4",46005,"Model","Accurate"
"5_4",46097,"Model","Accurate"
"5_4",46198,"Model","Accurate"
"5_4",46391,"Model","Accurate Duplicate"
"5_4",46403,"Model","Accurate Duplicate"
"5_4",46704,"Model","Accurate"
"5_4",47803,"Model","Accurate"
"5_4",47899,"Model","Accurate"
"5_4",47992,"Model","Accurate"
"5_4",48405,"Model","Accurate"
"5_4",48495,"Model","Accurate"
"5_4",48602,"Model","Accurate"
"5_4",48700,"Model","Accurate"
"5_4",49102,"Model","Accurate"
"5_4",49201,"Model","Accurate"
"5_4",49407,"Model","Accurate"
"5_4",49602,"Model","Accurate"
"5_4",49707,"Model","Accurate"
